School,YrLevel,Domain,ACARA ID,School Name,Family Name,Given Name,Student PSI,Test Level,Test Domain,Parallel Path,Participation,Date,Start Time
21214,5,Reading,21214,Iliac Primary College,Vasquez,Tracey,R100000060S,5,Reading,A1:B1:F0,P,,
21214,5,Numeracy,21214,Iliac Primary College,Vasquez,Tracey,R100000060S,5,Numeracy,CA0:D1:E1,P,,
21212,5,Spelling,21212,Anticapital Primary College,Clevenger,Jonathon,R100000006H,5,Spelling,SA0:SD1:PD1,P,,
21212,5,Writing,21212,Anticapital Primary College,Clevenger,Jonathon,R100000006H,5,Writing,,P,,
21212,5,GrammarAndPunctuation,21212,Anticapital Primary College,Clevenger,Jonathon,R100000006H,5,Grammar and Punctuation,E0,P,,
21212,5,Reading,21212,Anticapital Primary College,Clevenger,Jonathon,R100000006H,5,Reading,A1:D0:E0,P,,
21212,5,Numeracy,21212,Anticapital Primary College,Clevenger,Jonathon,R100000006H,5,Numeracy,CA0:B0:C0,P,,
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Copeland,Camelia,R100000037R,3,Grammar and Punctuation,E1,P,,
21213,3,Reading,21213,Hippocentaur Primary College,Copeland,Camelia,R100000037R,3,Reading,A3:B0:E0,P,,
21213,3,Numeracy,21213,Hippocentaur Primary College,Copeland,Camelia,R100000037R,3,Numeracy,A0:B0:C0,P,,
21213,3,Spelling,21213,Hippocentaur Primary College,Copeland,Camelia,R100000037R,3,Spelling,SA0:SB0:PB0,P,,
21213,5,Spelling,21213,Hippocentaur Primary College,Staats,Grady,R100000028M,5,Spelling,SA0:SD0:PD1,P,,
21213,5,Writing,21213,Hippocentaur Primary College,Staats,Grady,R100000028M,5,Writing,,P,,
21213,5,GrammarAndPunctuation,21213,Hippocentaur Primary College,Staats,Grady,R100000028M,5,Grammar and Punctuation,E1,P,,
21213,5,Reading,21213,Hippocentaur Primary College,Staats,Grady,R100000028M,5,Reading,A2:D1:E0,P,,
21213,5,Numeracy,21213,Hippocentaur Primary College,Staats,Grady,R100000028M,5,Numeracy,,C,,
21214,3,GrammarAndPunctuation,21214,Iliac Primary College,Crain,Marian,R100000062K,3,Grammar and Punctuation,F0,P,,
21214,3,Reading,21214,Iliac Primary College,Crain,Marian,R100000062K,3,Reading,A2:B1:F0,P,,
21214,3,Numeracy,21214,Iliac Primary College,Crain,Marian,R100000062K,3,Numeracy,CA0:B1:E1,S,,
21214,3,Spelling,21214,Iliac Primary College,Crain,Marian,R100000062K,3,Spelling,SA1:SD1:PD1,P,,
21219,9,Spelling,21219,Trotcozy Secondary College,Hawkins,Lettie,R100000190G,9,Spelling,SA1:SD1:PD1,P,,
21219,9,Writing,21219,Trotcozy Secondary College,Hawkins,Lettie,R100000190G,9,Writing,,P,,
21219,9,GrammarAndPunctuation,21219,Trotcozy Secondary College,Hawkins,Lettie,R100000190G,9,Grammar and Punctuation,C1,P,,
21219,9,Reading,21219,Trotcozy Secondary College,Hawkins,Lettie,R100000190G,9,Reading,A2:D1:C0,P,,
21219,9,Numeracy,21219,Trotcozy Secondary College,Hawkins,Lettie,R100000190G,9,Numeracy,A2:D0:C0:E0,P,,
21220,9,Spelling,21220,Unturpentined Secondary College,Bowles,Bruce,R100000209H,9,Spelling,SA1:SD1:PD1,P,,
21220,9,Writing,21220,Unturpentined Secondary College,Bowles,Bruce,R100000209H,9,Writing,,P,,
21220,9,GrammarAndPunctuation,21220,Unturpentined Secondary College,Bowles,Bruce,R100000209H,9,Grammar and Punctuation,F0,P,,
21220,9,Reading,21220,Unturpentined Secondary College,Bowles,Bruce,R100000209H,9,Reading,A0:D1:F0,P,,
21220,9,Numeracy,21220,Unturpentined Secondary College,Bowles,Bruce,R100000209H,9,Numeracy,,A,,
21218,7,Numeracy,21218,Redistrainer Secondary College,Lake,Elda,R100000160R,7,Numeracy,A0:B0:C0:F0,P,,
21218,7,Writing,21218,Redistrainer Secondary College,Lake,Elda,R100000160R,7,Writing,,P,,
21218,7,Spelling,21218,Redistrainer Secondary College,Lake,Elda,R100000160R,7,Spelling,SA1:SB1:PB1,P,,
21218,7,Reading,21218,Redistrainer Secondary College,Lake,Elda,R100000160R,7,Reading,A1:B1:C0,P,,
21218,7,GrammarAndPunctuation,21218,Redistrainer Secondary College,Lake,Elda,R100000160R,7,Grammar and Punctuation,C1,P,,
